"date_mes","type_demande","interv_detail","hauteur_maint","chemin","statut","utilisateur","interv_id","remarque","preco_picto","date_originale","S_t","S_mvolt","S_1","S_2","S_3","S_4","S_5","S_6","pp_mmjour","tair_max"
"2025-05-15 23:47:39","","","","","","","","","","1747352859000","16","7","33","83","34","28","256","256","",""
"2025-05-15 24:47:44","","","","","","","","","","1747356464000","16","6.9","33","84","35","29","256","256","",""
"2025-05-16 01:47:46","","","","","","","","","","1747360066000","16","7","34","85","35","29","256","256","",""
"2025-05-16 02:47:46","","","","","","","","","","1747363666000","15","7","34","84","34","29","256","256","",""
"2025-05-16 03:47:47","","","","","","","","","","1747367267000","15","7","34","85","35","29","256","256","",""
"2025-05-16 04:00:00","","","","","","","","","","","","","","","","","","","0","21.12"
"2025-05-16 04:47:42","","","","","","","","","","1747370862000","15","7","35","87","35","29","256","256","",""
"2025-05-16 05:47:48","","","","","","","","","","1747374468000","15","7","35","88","35","29","256","256","",""
"2025-05-16 07:47:49","","","","","","","","","","1747381669000","15","6.9","35","88","36","30","256","256","",""
"2025-05-16 09:47:45","","","","","","","","","","1747388865000","15","6.9","35","85","35","29","256","256","",""
"2025-05-16 10:47:51","","","","","","","","","","1747392471000","16","6.9","36","85","35","29","256","256","",""
"2025-05-16 11:47:51","","","","","","","","","","1747396071000","17","6.9","37","86","36","30","256","256","",""
"2025-05-16 18:47:55","","","","","","","","","","1747421275000","17","6.9","40","85","37","31","256","256","",""
"2025-05-16 19:47:53","","","","","","","","","","1747424873000","17","6.9","41","87","38","32","256","256","",""
"2025-05-16 20:47:51","","","","","","","","","","1747428471000","17","6.9","42","89","39","32","256","256","",""
"2025-05-16 21:47:51","","","","","","","","","","1747432071000","16","7","42","88","39","31","256","256","",""
"2025-05-16 22:47:57","","","","","","","","","","1747435677000","16","7","42","90","39","32","256","256","",""
"2025-05-16 23:47:55","","","","","","","","","","1747439275000","16","6.9","43","91","39","32","256","256","",""
"2025-05-16 24:47:54","","","","","","","","","","1747442874000","15","7","42","90","39","32","256","256","",""
"2025-05-17 01:47:54","","","","","","","","","","1747446474000","15","7","43","91","39","32","256","256","",""
"2025-05-17 02:47:59","","","","","","","","","","1747450079000","15","6.9","44","92","39","32","256","256","",""
"2025-05-17 03:47:55","","","","","","","","","","1747453675000","15","6.9","44","93","40","33","256","256","",""
"2025-05-17 04:00:00","","","","","","","","","","","","","","","","","","","0","21.99"
"2025-05-17 04:47:56","","","","","","","","","","1747457276000","14","6.9","44","92","39","32","256","256","",""
"2025-05-17 05:47:56","","","","","","","","","","1747460876000","14","6.9","44","93","40","33","256","256","",""
"2025-05-17 06:47:56","","","","","","","","","","1747464476000","14","6.9","44","93","40","33","256","256","",""
"2025-05-17 08:47:58","","","","","","","","","","1747471678000","14","6.9","45","92","40","33","256","256","",""
"2025-05-17 09:48:03","","","","","","","","","","1747475283000","15","6.9","44","91","39","32","256","256","",""
"2025-05-17 12:48:06","","","","","","","","","","1747486086000","17","6.9","47","91","41","34","256","256","",""
"2025-05-17 13:48:06","","","","","","","","","","1747489686000","17","6.9","48","92","41","34","256","256","",""
"2025-05-17 14:48:04","","","","","","","","","","1747493284000","17","6.9","48","92","42","34","256","256","",""
"2025-05-17 16:48:05","","","","","","","","","","1747500485000","18","6.9","49","89","41","34","256","256","",""
"2025-05-17 17:48:05","","","","","","","","","","1747504085000","19","6.9","51","91","42","35","256","256","",""
"2025-05-17 18:48:06","","","","","","","","","","1747507686000","19","6.9","53","93","43","35","256","256","",""
"2025-05-17 20:48:10","","","","","","","","","","1747514890000","17","6.9","53","92","43","35","256","256","",""
"2025-05-17 21:48:08","","","","","","","","","","1747518488000","17","6.9","53","94","43","35","256","256","",""
"2025-05-17 22:48:11","","","","","","","","","","1747522091000","17","6.9","54","96","44","36","256","256","",""
"2025-05-17 23:48:07","","","","","","","","","","1747525687000","16","6.9","54","95","43","36","256","256","",""
"2025-05-17 24:48:10","","","","","","","","","","1747529290000","16","7","54","96","44","36","256","256","",""
"2025-05-18 02:48:08","","","","","","","","","","1747536488000","15","7","54","96","44","36","256","256","",""
"2025-05-18 03:48:11","","","","","","","","","","1747540091000","15","7","52","97","45","36","256","256","",""
"2025-05-18 04:00:00","","","","","","","","","","","","","","","","","","","0","22.56"
"2025-05-18 04:48:09","","","","","","","","","","1747543689000","15","6.9","55","98","45","36","256","256","",""
"2025-05-18 06:48:13","","","","","","","","","","1747550893000","14","6.9","54","95","44","36","256","256","",""
"2025-05-18 07:48:11","","","","","","","","","","1747554491000","15","6.9","56","98","45","36","256","256","",""
"2025-05-18 08:48:17","","","","","","","","","","1747558097000","15","6.9","56","97","45","36","256","256","",""
"2025-05-18 09:48:15","","","","","","","","","","1747561695000","15","6.9","54","93","44","35","256","256","",""
"2025-05-18 10:48:15","","","","","","","","","","1747565295000","16","6.9","55","93","44","36","256","256","",""
"2025-05-18 12:48:16","","","","","","","","","","1747572496000","17","7","58","94","45","36","256","256","",""
"2025-05-18 13:48:20","","","","","","","","","","1747576100000","17","6.9","58","94","45","37","256","256","",""
"2025-05-18 14:48:15","","","","","","","","","","1747579695000","17","6.9","59","93","45","37","256","256","",""
"2025-05-18 16:48:19","","","","","","","","","","1747586899000","19","6.9","61","93","46","38","256","256","",""
"2025-05-18 19:48:18","","","","","","","","","","1747597698000","17","7","62","92","46","37","256","256","",""
"2025-05-18 20:48:24","","","","","","","","","","1747601304000","17","7","63","94","47","38","256","256","",""
"2025-05-18 21:48:19","","","","","","","","","","1747604899000","16","6.9","63","93","47","38","256","256","",""
"2025-05-18 23:48:20","","","","","","","","","","1747612100000","17","7","66","98","48","39","256","256","",""
"2025-05-18 24:48:20","","","","","","","","","","1747615700000","16","7","65","97","48","39","256","256","",""
"2025-05-19 01:48:26","","","","","","","","","","1747619306000","16","6.9","65","98","48","39","256","256","",""
"2025-05-19 02:48:27","","","","","","","","","","1747622907000","16","7","67","98","49","39","256","256","",""
"2025-05-19 03:48:22","","","","","","","","","","1747626502000","15","6.9","65","97","48","38","256","256","",""
"2025-05-19 04:00:00","","","","","","","","","","","","","","","","","","","2.16","24.97"
"2025-05-19 04:48:23","","","","","","","","","","1747630103000","16","6.9","67","100","49","39","256","256","",""
"2025-05-19 05:48:27","","","","","","","","","","1747633707000","16","6.9","67","99","49","39","256","256","",""
"2025-05-19 06:48:24","","","","","","","","","","1747637304000","16","6.9","67","99","49","39","256","256","",""
"2025-05-19 07:48:30","","","","","","","","","","1747640910000","16","6.9","67","98","49","39","256","256","",""
"2025-05-19 09:48:31","","","","","","","","","","1747648111000","17","6.9","66","96","48","39","256","256","",""
"2025-05-19 10:48:27","","","","","","","","","","1747651707000","17","7","66","95","48","39","256","256","",""
"2025-05-19 12:48:30","","","","","","","","","","1747658910000","18","7","68","95","49","39","256","256","",""
"2025-05-19 13:48:28","","","","","","","","","","1747662508000","20","7","72","100","51","41","256","256","",""
"2025-05-19 15:48:34","","","","","","","","","","1747669714000","19","7","73","98","51","41","256","256","",""
"2025-05-19 16:48:35","","","","","","","","","","1747673315000","17","7","71","95","49","40","256","256","",""
"2025-05-19 17:48:33","","","","","","","","","","1747676913000","17","6.9","72","96","50","40","256","256","",""
"2025-05-19 18:48:31","","","","","","","","","","1747680511000","17","7","72","96","50","40","256","256","",""
"2025-05-19 19:48:34","","","","","","","","","","1747684114000","17","6.9","73","97","50","41","256","256","",""
"2025-05-19 20:48:37","","","","","","","","","","1747687717000","17","7","73","98","51","41","256","256","",""
"2025-05-19 21:48:38","","","","","","","","","","1747691318000","17","7","74","98","52","41","256","256","",""
"2025-05-19 22:48:38","","","","","","","","","","1747694918000","17","7","75","99","52","41","256","256","",""
"2025-05-19 23:48:39","","","","","","","","","","1747698519000","17","6.9","75","99","52","41","256","256","",""
"2025-05-19 24:48:37","","","","","","","","","","1747702117000","16","7","74","97","51","41","256","256","",""
"2025-05-20 01:48:40","","","","","","","","","","1747705720000","16","7","74","97","50","41","256","256","",""
"2025-05-20 02:48:35","","","","","","","","","","1747709315000","17","6.9","76","99","52","42","256","256","",""
"2025-05-20 03:48:42","","","","","","","","","","1747712922000","16","7","75","97","51","41","256","256","",""
"2025-05-20 04:00:00","","","","","","","","","","","","","","","","","","","6.15","21.77"
"2025-05-20 04:48:42","","","","","","","","","","1747716522000","16","6.9","75","98","51","41","256","256","",""
"2025-05-20 05:48:43","","","","","","","","","","1747720123000","16","6.9","75","98","51","41","256","256","",""
"2025-05-20 06:48:37","","","","","","","","","","1747723717000","16","6.9","76","98","51","41","256","256","",""
"2025-05-20 10:48:45","","","","","","","","","","1747738125000","16","6.9","20","41","22","17","256","256","",""
"2025-05-20 12:48:46","","","","","","","","","","1747745326000","17","6.9","20","46","22","19","256","256","",""
"2025-05-20 13:48:47","","","","","","","","","","1747748927000","17","7","20","47","23","19","256","256","",""
"2025-05-20 14:48:47","","","","","","","","","","1747752527000","17","7","19","48","23","19","256","256","",""
"2025-05-20 17:48:43","","","","","","","","","","1747763323000","17","7","20","50","24","20","256","256","",""
"2025-05-20 18:48:44","","","","","","","","","","1747766924000","17","6.9","20","52","24","20","256","256","",""
"2025-05-20 19:48:48","","","","","","","","","","1747770528000","17","6.9","20","53","25","21","256","256","",""
"2025-05-20 20:48:49","","","","","","","","","","1747774129000","17","6.9","20","54","25","21","256","256","",""
"2025-05-20 24:48:48","","","","","","","","","","1747788528000","17","6.9","20","57","26","22","256","256","",""
"2025-05-21 01:48:54","","","","","","","","","","1747792134000","16","6.9","20","56","26","21","256","256","",""
"2025-05-21 02:48:49","","","","","","","","","","1747795729000","16","7","20","56","26","22","256","256","",""
"2025-05-21 03:48:54","","","","","","","","","","1747799334000","16","6.9","20","58","26","22","256","256","",""
"2025-05-21 04:00:00","","","","","","","","","","","","","","","","","","","2.1","22.74"
"2025-05-21 04:48:50","","","","","","","","","","1747802930000","16","6.9","20","58","26","22","256","256","",""
"2025-05-21 07:48:57","","","","","","","","","","1747813737000","16","6.9","20","59","27","24","256","256","",""
"2025-05-21 08:48:58","","","","","","","","","","1747817338000","16","6.9","21","59","27","22","256","256","",""
"2025-05-21 09:48:58","","","","","","","","","","1747820938000","16","6.9","20","58","26","22","256","256","",""
"2025-05-21 10:48:59","","","","","","","","","","1747824539000","17","6.9","20","58","27","22","256","256","",""
"2025-05-21 11:48:54","","","","","","","","","","1747828134000","17","6.9","20","58","27","22","256","256","",""
"2025-05-21 18:48:59","","","","","","","","","","1747853339000","17","7","22","61","28","24","256","256","",""
"2025-05-21 20:48:59","","","","","","","","","","1747860539000","17","6.9","26","62","29","24","256","256","",""
"2025-05-21 22:49:06","","","","","","","","","","1747867746000","17","7","28","63","30","25","256","256","",""
"2025-05-22 02:49:08","","","","","","","","","","1747882148000","16","6.9","26","64","30","25","256","256","",""
"2025-05-22 03:49:03","","","","","","","","","","1747885743000","16","6.9","26","64","30","25","256","256","",""
"2025-05-22 04:00:00","","","","","","","","","","","","","","","","","","","8.97","14.9"
"2025-05-22 04:49:09","","","","","","","","","","1747889349000","16","6.9","26","65","30","25","256","256","",""
"2025-05-22 05:49:05","","","","","","","","","","1747892945000","15","6.9","25","64","30","25","256","256","",""
"2025-05-22 06:49:10","","","","","","","","","","1747896550000","15","7","26","65","30","25","256","256","",""
"2025-05-22 07:49:11","","","","","","","","","","1747900151000","15","6.9","26","65","30","25","256","256","",""
"2025-05-22 08:49:11","","","","","","","","","","1747903751000","15","6.9","26","65","30","25","256","256","",""
"2025-05-22 16:49:11","","","","","","","","","","1747932551000","16","6.9","28","65","31","26","256","256","",""
"2025-05-22 20:49:13","","","","","","","","","","1747946953000","15","6.9","28","65","32","26","256","256","",""
"2025-05-22 21:49:19","","","","","","","","","","1747950559000","15","6.9","29","66","31","26","256","256","",""
"2025-05-22 22:49:19","","","","","","","","","","1747954159000","14","6.9","29","65","32","26","256","256","",""
"2025-05-22 23:49:20","","","","","","","","","","1747957760000","14","6.9","29","65","31","26","256","256","",""
"2025-05-23 01:49:21","","","","","","","","","","1747964961000","14","6.9","29","66","32","26","256","256","",""
"2025-05-23 02:49:19","","","","","","","","","","1747968559000","14","6.9","29","66","32","27","256","256","",""
"2025-05-23 03:49:17","","","","","","","","","","1747972157000","13","6.9","29","65","31","26","256","256","",""
"2025-05-23 04:00:00","","","","","","","","","","","","","","","","","","","0.27","20.07"
"2025-05-23 04:49:20","","","","","","","","","","1747975760000","13","6.9","29","65","31","27","256","256","",""
"2025-05-23 06:49:19","","","","","","","","","","1747982959000","13","6.9","29","65","31","27","256","256","",""
"2025-05-23 08:49:20","","","","","","","","","","1747990160000","14","6.9","30","66","32","27","256","256","",""
"2025-05-23 09:49:23","","","","","","","","","","1747993763000","15","6.9","30","65","32","27","256","256","",""
"2025-05-23 11:49:26","","","","","","","","","","1748000966000","16","6.9","30","64","32","27","256","256","",""
"2025-05-23 13:49:26","","","","","","","","","","1748008166000","16","6.9","31","64","32","27","256","256","",""
"2025-05-23 15:49:24","","","","","","","","","","1748015364000","16","6.9","31","64","32","27","256","256","",""
"2025-05-23 16:49:25","","","","","","","","","","1748018965000","17","6.9","32","65","33","28","256","256","",""
"2025-05-23 18:49:28","","","","","","","","","","1748026168000","17","6.9","33","66","34","28","256","256","",""
"2025-05-23 19:49:26","","","","","","","","","","1748029766000","16","6.9","33","65","33","28","256","256","",""
"2025-05-23 21:49:32","","","","","","","","","","1748036972000","16","6.9","34","68","35","29","256","256","",""
"2025-05-23 24:49:34","","","","","","","","","","1748047774000","15","7","35","69","35","29","256","256","",""
"2025-05-24 02:49:30","","","","","","","","","","1748054970000","14","6.9","35","69","35","29","256","256","",""
"2025-05-24 03:49:30","","","","","","","","","","1748058570000","14","6.9","35","69","35","29","256","256","",""
"2025-05-24 04:00:00","","","","","","","","","","","","","","","","","","","0","19.8"
"2025-05-24 04:49:31","","","","","","","","","","1748062171000","14","6.9","35","69","35","29","256","256","",""
"2025-05-24 05:49:32","","","","","","","","","","1748065772000","14","6.9","36","69","35","29","256","256","",""
"2025-05-24 06:49:38","","","","","","","","","","1748069378000","13","6.9","35","68","35","29","256","256","",""
"2025-05-24 07:49:38","","","","","","","","","","1748072978000","14","6.9","36","69","36","29","256","256","",""
"2025-05-24 08:49:36","","","","","","","","","","1748076576000","14","6.9","36","69","36","29","256","256","",""
"2025-05-24 09:49:39","","","","","","","","","","1748080179000","15","6.9","36","68","35","29","256","256","",""
"2025-05-24 11:49:35","","","","","","","","","","1748087375000","16","6.9","37","68","36","30","256","256","",""
"2025-05-24 12:49:41","","","","","","","","","","1748090981000","16","6.9","37","68","36","30","256","256","",""
"2025-05-24 13:49:39","","","","","","","","","","1748094579000","16","6.9","38","68","36","30","256","256","",""
"2025-05-24 15:49:40","","","","","","","","","","1748101780000","17","6.9","38","68","36","30","256","256","",""
"2025-05-24 17:49:42","","","","","","","","","","1748108982000","17","6.9","39","68","37","31","256","256","",""
"2025-05-24 18:49:45","","","","","","","","","","1748112585000","17","6.9","41","69","38","31","256","256","",""
"2025-05-24 19:49:45","","","","","","","","","","1748116185000","17","6.9","41","70","38","32","256","256","",""
"2025-05-24 20:49:40","","","","","","","","","","1748119780000","17","6.9","42","70","38","34","256","256","",""
"2025-05-24 21:49:46","","","","","","","","","","1748123386000","16","6.9","42","69","38","33","256","256","",""
"2025-05-24 22:49:44","","","","","","","","","","1748126984000","16","6.9","42","70","39","34","256","256","",""
"2025-05-24 24:49:48","","","","","","","","","","1748134188000","16","6.9","43","72","39","34","256","256","",""
"2025-05-25 01:49:48","","","","","","","","","","1748137788000","15","6.9","43","71","39","34","256","256","",""
"2025-05-25 02:49:44","","","","","","","","","","1748141384000","15","6.9","44","72","39","34","256","256","",""
"2025-05-25 04:00:00","","","","","","","","","","","","","","","","","","","0","24.57"
"2025-05-25 04:49:45","","","","","","","","","","1748148585000","15","6.9","44","72","40","35","256","256","",""
"2025-05-25 05:49:48","","","","","","","","","","1748152188000","15","6.9","45","73","40","35","256","256","",""
"2025-05-25 06:49:51","","","","","","","","","","1748155791000","15","6.9","45","73","40","35","256","256","",""
"2025-05-25 07:49:51","","","","","","","","","","1748159391000","15","6.9","45","72","40","34","256","256","",""
"2025-05-25 08:49:50","","","","","","","","","","1748162990000","15","6.9","45","72","39","34","256","256","",""
"2025-05-25 10:49:53","","","","","","","","","","1748170193000","17","6.9","46","72","40","35","256","256","",""
"2025-05-25 11:49:54","","","","","","","","","","1748173794000","17","6.9","46","71","40","35","256","256","",""
"2025-05-25 12:49:49","","","","","","","","","","1748177389000","17","6.9","47","70","40","35","256","256","",""
"2025-05-25 15:49:53","","","","","","","","","","1748188193000","19","6.9","50","73","42","37","256","256","",""
"2025-05-25 16:49:56","","","","","","","","","","1748191796000","19","6.9","51","74","42","37","256","256","",""
"2025-05-25 18:49:55","","","","","","","","","","1748198995000","19","7","53","74","43","37","256","256","",""
"2025-05-25 19:49:56","","","","","","","","","","1748202596000","18","6.9","53","74","43","37","256","256","",""
"2025-05-25 21:49:57","","","","","","","","","","1748209797000","17","6.9","54","74","43","37","256","256","",""
"2025-05-25 22:50:00","","","","","","","","","","1748213400000","17","7","54","75","43","37","256","256","",""
"2025-05-25 23:50:01","","","","","","","","","","1748217001000","17","6.9","55","75","44","37","256","256","",""
"2025-05-26 01:50:02","","","","","","","","","","1748224202000","17","7","56","76","44","38","256","256","",""
"2025-05-26 02:49:58","","","","","","","","","","1748227798000","16","6.9","55","75","43","38","256","256","",""
"2025-05-26 04:00:00","","","","","","","","","","","","","","","","","","","0","21.87"
"2025-05-26 04:50:04","","","","","","","","","","1748235004000","16","7","56","76","44","38","256","256","",""
"2025-05-26 06:50:05","","","","","","","","","","1748242205000","16","6.9","57","77","44","38","256","256","",""
"2025-05-26 07:50:00","","","","","","","","","","1748245800000","16","6.9","57","77","45","38","256","256","",""
"2025-05-26 08:50:06","","","","","","","","","","1748249406000","16","6.9","57","76","44","38","256","256","",""
"2025-05-26 09:50:04","","","","","","","","","","1748253004000","17","6.9","58","78","45","39","256","256","",""
"2025-05-26 11:50:08","","","","","","","","","","1748260208000","17","6.9","58","77","45","39","256","256","",""
"2025-05-26 12:50:08","","","","","","","","","","1748263808000","18","6.9","60","79","46","40","256","256","",""
"2025-05-26 14:50:10","","","","","","","","","","1748271010000","17","7","60","76","46","39","256","256","",""
"2025-05-26 15:50:04","","","","","","","","","","1748274604000","19","7","63","79","47","41","256","256","",""
"2025-05-26 16:50:11","","","","","","","","","","1748278211000","18","6.9","62","78","47","40","256","256","",""
"2025-05-26 17:50:12","","","","","","","","","","1748281812000","17","6.9","62","77","47","40","256","256","",""
"2025-05-26 18:50:09","","","","","","","","","","1748285409000","18","7","64","79","48","41","256","256","",""
"2025-05-26 19:50:12","","","","","","","","","","1748289012000","17","7","64","79","48","41","256","256","",""
"2025-05-26 20:50:10","","","","","","","","","","1748292610000","17","7","65","80","48","42","256","256","",""
"2025-05-26 22:50:14","","","","","","","","","","1748299814000","17","7","66","81","49","42","256","256","",""
"2025-05-26 24:50:15","","","","","","","","","","1748307015000","17","6.9","68","83","49","43","256","256","",""
"2025-05-27 02:50:16","","","","","","","","","","1748314216000","16","7","67","82","49","43","256","256","",""
"2025-05-27 03:50:17","","","","","","","","","","1748317817000","16","6.9","68","83","49","43","256","256","",""
"2025-05-27 04:50:12","","","","","","","","","","1748321412000","16","7","68","84","50","43","256","256","",""
"2025-05-27 08:50:19","","","","","","","","","","1748335819000","16","7","69","84","50","44","256","256","",""
"2025-05-27 09:50:20","","","","","","","","","","1748339420000","16","6.9","68","83","50","44","256","256","",""
"2025-05-27 11:50:21","","","","","","","","","","1748346621000","17","6.9","70","84","50","45","256","256","",""
"2025-05-27 12:50:21","","","","","","","","","","1748350221000","17","7","70","83","50","45","256","256","",""
"2025-05-27 14:50:23","","","","","","","","","","1748357423000","18","7","73","85","51","47","256","256","",""
"2025-05-27 15:50:24","","","","","","","","","","1748361024000","18","7","72","83","51","47","256","256","",""
"2025-05-27 17:50:20","","","","","","","","","","1748368220000","19","7","75","85","53","49","256","256","",""
"2025-05-27 18:50:20","","","","","","","","","","1748371820000","19","7","77","86","53","50","256","256","",""
"2025-05-27 19:50:21","","","","","","","","","","1748375421000","18","7","77","86","53","50","256","256","",""
"2025-05-27 21:50:22","","","","","","","","","","1748382622000","18","6.9","79","88","54","51","256","256","",""
"2025-05-27 22:50:28","","","","","","","","","","1748386228000","17","7","78","87","54","51","256","256","",""
"2025-05-27 23:50:28","","","","","","","","","","1748389828000","17","7","79","87","54","52","256","256","",""
"2025-05-28 04:00:00","","","","","","","","","","","","","","","","","","","0.14","24.63"
"2025-05-28 05:50:31","","","","","","","","","","1748411431000","16","6.9","81","90","55","52","256","256","",""
"2025-05-28 06:50:29","","","","","","","","","","1748415029000","16","6.9","81","90","55","52","256","256","",""
"2025-05-28 08:50:28","","","","","","","","","","1748422228000","16","7","81","89","55","52","256","256","",""
"2025-05-28 09:50:31","","","","","","","","","","1748425831000","17","7","80","89","55","52","256","256","",""
"2025-05-28 10:50:32","","","","","","","","","","1748429432000","18","7","82","91","56","53","256","256","",""
"2025-05-28 11:50:35","","","","","","","","","","1748433035000","16","6.9","78","86","54","50","256","256","",""
"2025-05-28 13:50:31","","","","","","","","","","1748440231000","19","7","85","92","57","54","256","256","",""
"2025-05-28 16:50:37","","","","","","","","","","1748451037000","19","7","86","86","85","51","256","256","",""
"2025-05-28 17:50:38","","","","","","","","","","1748454638000","19","7","87","87","88","52","256","256","",""
"2025-05-28 18:50:37","","","","","","","","","","1748458237000","19","7","88","86","94","53","256","256","",""
"2025-05-28 19:50:39","","","","","","","","","","1748461839000","19","7","89","88","92","54","256","256","",""
"2025-05-28 23:50:41","","","","","","","","","","1748476241000","18","7","90","91","89","55","256","256","",""
"2025-05-28 24:50:43","","","","","","","","","","1748479843000","17","7","89","90","87","55","256","256","",""
"2025-05-29 01:50:40","","","","","","","","","","1748483440000","17","7","90","91","87","55","256","256","",""
"2025-05-29 03:50:44","","","","","","","","","","1748490644000","17","7","91","92","87","57","256","256","",""
"2025-05-29 04:00:00","","","","","","","","","","","","","","","","","","","0.16","25.52"
"2025-05-29 05:50:42","","","","","","","","","","1748497842000","17","7","91","93","87","57","256","256","",""
"2025-05-29 08:50:44","","","","","","","","","","1748508644000","17","7","91","94","89","57","256","256","",""
"2025-05-29 14:50:47","","","","","","","","","","1748530247000","19","7","96","94","127","57","256","256","",""
"2025-05-29 15:50:50","","","","","","","","","","1748533850000","19","6.9","95","93","131","57","256","256","",""
"2025-05-29 16:50:46","","","","","","","","","","1748537446000","20","7","97","94","139","58","256","256","",""
"2025-05-29 18:50:47","","","","","","","","","","1748544647000","20","7","101","97","137","59","256","256","",""
"2025-05-29 19:50:48","","","","","","","","","","1748548248000","20","7","104","100","129","61","256","256","",""
"2025-05-29 20:50:48","","","","","","","","","","1748551848000","19","7","104","101","119","61","256","256","",""
"2025-05-29 21:50:52","","","","","","","","","","1748555452000","19","7","106","103","114","62","256","256","",""
"2025-05-29 24:50:50","","","","","","","","","","1748566250000","20","7","111","112","109","66","256","256","",""
"2025-05-30 01:50:56","","","","","","","","","","1748569856000","16","7","103","104","98","61","256","256","",""
"2025-05-30 04:00:00","","","","","","","","","","","","","","","","","","","0","30.14"
"2025-05-30 04:50:58","","","","","","","","","","1748580658000","17","7","108","110","99","65","256","256","",""
"2025-05-30 05:50:56","","","","","","","","","","1748584256000","17","7","109","112","99","65","256","256","",""
"2025-05-30 06:51:00","","","","","","","","","","1748587860000","17","7","109","112","99","65","256","256","",""
"2025-05-30 08:50:55","","","","","","","","","","1748595055000","17","6.9","108","112","101","64","256","256","",""
"2025-05-30 09:50:58","","","","","","","","","","1748598658000","16","6.9","102","105","109","60","256","256","",""
"2025-05-30 10:50:56","","","","","","","","","","1748602256000","19","6.9","108","109","133","63","256","256","",""
"2025-05-30 11:50:59","","","","","","","","","","1748605859000","19","7","108","108","141","62","256","256","",""
"2025-05-30 14:51:04","","","","","","","","","","1748616664000","20","7","108","111","155","63","256","256","",""
"2025-05-30 15:51:04","","","","","","","","","","1748620264000","20","7","113","109","159","62","256","256","",""
"2025-05-30 17:51:05","","","","","","","","","","1748627465000","21","7","116","110","171","63","256","256","",""
"2025-05-30 18:51:05","","","","","","","","","","1748631065000","21","7","119","112","169","64","256","256","",""
"2025-05-30 19:51:03","","","","","","","","","","1748634663000","21","7","122","115","165","65","256","256","",""
"2025-05-30 21:51:08","","","","","","","","","","1748641868000","20","7","124","118","156","66","256","256","",""
"2025-05-30 22:51:03","","","","","","","","","","1748645463000","20","7","126","120","152","67","256","256","",""
"2025-05-31 01:51:10","","","","","","","","","","1748656270000","19","7","128","123","142","68","256","256","",""
"2025-05-31 03:51:06","","","","","","","","","","1748663466000","18","7","129","123","135","67","256","256","",""
"2025-05-31 04:51:11","","","","","","","","","","1748667071000","19","7","133","128","137","69","256","256","",""
"2025-05-31 05:51:07","","","","","","","","","","1748670667000","18","7","130","125","135","68","256","256","",""
"2025-05-31 07:51:13","","","","","","","","","","1748677873000","19","7","131","126","151","69","256","256","",""
"2025-05-31 10:51:09","","","","","","","","","","1748688669000","20","7","129","123","188","67","256","256","",""
"2025-05-31 13:51:14","","","","","","","","","","1748699474000","21","7","134","125","205","69","256","256","",""
"2025-05-31 17:51:14","","","","","","","","","","1748713874000","21","7","144","131","204","72","256","256","",""
"2025-05-31 20:51:21","","","","","","","","","","1748724681000","20","7","145","134","199","72","256","256","",""
"2025-05-31 23:51:22","","","","","","","","","","1748735482000","19","7","147","135","192","72","256","256","",""
"2025-06-01 02:51:23","","","","","","","","","","1748746283000","19","7","150","139","189","74","256","256","",""
"2025-06-01 04:00:00","","","","","","","","","","","","","","","","","","","7.81","29.84"
"2025-06-01 06:51:24","","","","","","","","","","1748760684000","19","7","152","141","194","74","256","256","",""
"2025-06-01 11:51:26","","","","","","","","","","1748778686000","20","7","149","136","240","71","256","256","",""
"2025-06-01 12:51:24","","","","","","","","","","1748782284000","20","7","151","136","244","72","256","256","",""
"2025-06-01 13:51:27","","","","","","","","","","1748785887000","20","7","151","137","246","72","256","256","",""
"2025-06-01 15:51:26","","","","","","","","","","1748793086000","21","7","154","140","250","74","256","256","",""
"2025-06-01 16:51:29","","","","","","","","","","1748796689000","21","7","158","141","250","74","256","256","",""
"2025-06-01 18:51:33","","","","","","","","","","1748803893000","21","7","160","144","250","75","256","256","",""
"2025-06-01 19:51:28","","","","","","","","","","1748807488000","20","7","159","143","250","74","256","256","",""
"2025-06-02 01:51:32","","","","","","","","","","1748829092000","19","7","162","146","250","75","256","256","",""
"2025-06-02 04:00:00","","","","","","","","","","","","","","","","","","","8.24","22.16"
"2025-06-02 10:51:36","","","","","","","","","","1748861496000","20","7","170","152","250","77","256","256","",""
"2025-06-02 13:51:38","","","","","","","","","","1748872298000","20","7","170","151","250","77","256","256","",""
"2025-06-02 14:51:44","","","","","","","","","","1748875904000","20","7","170","151","250","77","256","256","",""
"2025-06-02 20:51:42","","","","","","","","","","1748897502000","19","7","21","51","60","30","256","256","",""
"2025-06-02 21:51:43","","","","","","","","","","1748901103000","19","7","24","60","64","32","256","256","",""
"2025-06-02 22:51:49","","","","","","","","","","1748904709000","19","7","25","66","67","34","256","256","",""
"2025-06-02 23:51:49","","","","","","","","","","1748908309000","19","7","23","71","69","35","256","256","",""
"2025-06-03 01:51:45","","","","","","","","","","1748915505000","18","7","22","77","71","36","256","256","",""
"2025-06-03 02:51:48","","","","","","","","","","1748919108000","18","7","22","80","73","36","256","256","",""
"2025-06-03 04:00:00","","","","","","","","","","","","","","","","","","","0.79","27.69"
"2025-06-03 04:51:47","","","","","","","","","","1748926307000","18","7","23","84","76","37","256","256","",""
"2025-06-03 05:51:50","","","","","","","","","","1748929910000","19","7","24","89","79","38","256","256","",""
